title,duration,mpaa_rating,genre,release_date,user_rating,rating_count,budget,gross
Look Who's Talking,93.0,PG-13,Romance,1989-10-12,5.9,73638.0,7500000.0,296000000.0
Driving Miss Daisy,99.0,PG,Comedy,1989-12-13,7.4,91075.0,7500000.0,145793296.0
Turner & Hooch,100.0,PG,Crime,1989-07-28,7.2,91415.0,13000000.0,71079915.0
Born on the Fourth of July,145.0,R,War,1989-12-20,7.2,91415.0,14000000.0,161001698.0
Field of Dreams,107.0,PG,Drama,1989-04-21,7.5,101702.0,15000000.0,84431625.0
Uncle Buck,100.0,PG,Family,1989-08-16,7.0,77659.0,15000000.0,79258538.0
When Harry Met Sally...,96.0,R,Romance,1989-07-21,7.6,180871.0,16000000.0,92800000.0
Dead Poets Society,129.0,PG,Drama,1989-06-02,8.1,382002.0,16400000.0,235860116.0
Parenthood,124.0,PG-13,Comedy,1989-07-31,7.0,41866.0,20000000.0,126297830.0
Lethal Weapon 2,114.0,R,Comedy,1989-07-07,7.2,151737.0,25000000.0,227853986.0
The War of the Roses,116.0,R,Comedy,1989-12-08,6.8,45248.0,26000000.0,160200000.0
National Lampoon's Christmas Vacation,97.0,PG-13,Action,1989-12-01,7.6,135690.0,27000000.0,71320000.0
"Honey, I Shrunk the Kids",93.0,PG,Family,1989-06-22,6.3,132480.0,32000000.0,222724172.0
Batman,126.0,PG,Action,1989-06-23,7.5,319517.0,35000000.0,411348924.0
Ghostbusters II,108.0,PG,Comedy,1989-06-15,6.6,171196.0,37000000.0,215394738.0
The Little Mermaid,83.0,PG,Animation,1989-11-17,7.6,219221.0,40000000.0,222300000.0
Back to the Future Part II,108.0,PG,Science Fiction,1989-11-20,7.8,438940.0,40000000.0,332000000.0
Indiana Jones and the Last Crusade,127.0,PG-13,Adventure,1989-05-24,8.2,647495.0,48000000.0,474171806.0
Tango & Cash,104.0,R,Action,1989-12-22,6.8,79806.0,55000000.0,63408614.0
Steel Magnolias,119.0,PG,Drama,1989-11-15,7.3,43037.0,15000000.0,95904091.0
Three Men and a Little Lady,104.0,PG,Family,1990-11-21,6.1,127793.0,11000000.0,71600000.0
Teenage Mutant Ninja Turtles,93.0,PG,Action,1990-03-30,6.8,79806.0,13500000.0,202000000.0
Pretty Woman,119.0,R,Romance,1990-03-23,7.0,266405.0,14000000.0,463000000.0
Kindergarten Cop,111.0,PG-13,Action,1990-12-21,6.1,127793.0,15000000.0,201957688.0
Home Alone,103.0,PG,Family,1990-11-09,7.6,414472.0,18000000.0,476684675.0
Bird on a Wire,110.0,PG-13,Comedy,1990-05-18,6.0,37415.0,20000000.0,138700000.0
Misery,107.0,R,Drama,1990-11-28,7.8,168946.0,20000000.0,61276872.0
Edward Scissorhands,105.0,PG-13,Drama,1990-12-05,7.9,421760.0,20000000.0,53000000.0
Ghost,127.0,PG-13,Thriller,1990-07-12,7.0,183054.0,22000000.0,505000000.0
Presumed Innocent,127.0,R,Crime,1990-07-26,6.9,35122.0,22000000.0,221303188.0
Dances with Wolves,181.0,PG-13,Western,1990-11-09,8.0,224754.0,22000000.0,424208848.0
Flatliners,115.0,R,Horror,1990-08-09,6.6,76155.0,26000000.0,61489265.0
The Hunt for Red October,134.0,PG,Thriller,1990-03-02,7.6,167212.0,30000000.0,199200000.0
Another 48 Hrs.,95.0,R,Action,1990-06-08,5.9,36103.0,38000000.0,153518974.0
Back to the Future Part III,118.0,PG,Family,1990-05-25,7.4,369652.0,40000000.0,244527583.0
Dick Tracy,103.0,PG,Crime,1990-06-15,6.1,54312.0,47000000.0,103738726.0
The Godfather: Part III,162.0,R,Drama,1990-12-24,7.6,332236.0,54000000.0,136766062.0
Days of Thunder,107.0,PG-13,Adventure,1990-06-27,6.0,73649.0,60000000.0,157920733.0
Total Recall,113.0,R,Science Fiction,1990-06-01,7.5,282870.0,65000000.0,261317921.0
Die Hard 2,124.0,R,Thriller,1990-07-02,7.2,317843.0,70000000.0,240031094.0
Fried Green Tomatoes,130.0,PG-13,Comedy,1991-12-27,7.7,62493.0,11000000.0,119418501.0
The Silence of the Lambs,119.0,R,Crime,1991-02-01,8.6,1166583.0,19000000.0,272742922.0
Sleeping with the Enemy,99.0,R,Drama,1991-02-08,6.2,46455.0,19000000.0,174999005.0
Father of the Bride,105.0,PG,Romance,1991-12-20,6.5,64326.0,20000000.0,89325780.0
The Naked Gun 2 1/2: The Smell of Fear,85.0,PG-13,Drama,1991-06-28,6.5,64326.0,23000000.0,86900000.0
Teenage Mutant Ninja Turtles II,88.0,PG,Action,1991-03-22,8.0,397467.0,25000000.0,78600000.0
Beauty and the Beast,84.0,PG,Animation,1991-11-13,8.0,397467.0,25000000.0,377350553.0
Hot Shots!,84.0,PG-13,Comedy,1991-07-31,6.8,93277.0,26000000.0,181096164.0
City Slickers,112.0,PG-13,Comedy,1991-06-07,6.7,45166.0,27000000.0,179033791.0
Star Trek VI: The Undiscovered Country,113.0,PG,Science Fiction,1991-12-05,7.2,66086.0,27000000.0,96900000.0
The Addams Family,99.0,PG-13,Comedy,1991-11-22,6.9,119260.0,30000000.0,191502426.0
The Prince of Tides,132.0,R,Romance,1991-12-25,6.7,14918.0,30000000.0,74787599.0
What About Bob?,100.0,PG,Comedy,1991-05-17,7.0,58797.0,35000000.0,63710000.0
Cape Fear,128.0,R,Crime,1991-11-15,7.3,157496.0,35000000.0,182300000.0
JFK,189.0,R,Drama,1991-12-20,8.0,132879.0,40000000.0,205405498.0
Robin Hood: Prince of Thieves,143.0,PG-13,Adventure,1991-06-14,6.9,168877.0,48000000.0,390493908.0
Hook,144.0,PG,Family,1991-12-11,6.8,218151.0,70000000.0,300854823.0
Backdraft,137.0,R,Mystery,1991-05-24,6.7,67442.0,75000000.0,152368585.0
Terminator 2: Judgment Day,137.0,R,Science Fiction,1991-07-01,8.5,930593.0,100000000.0,520000000.0
The Crying Game,112.0,R,Romance,1992-09-02,7.2,48101.0,3705538.0,62548947.0
The Hand that Rocks the Cradle,110.0,R,Drama,1992-01-10,8.2,348791.0,11700000.0,88036683.0
Unforgiven,131.0,R,Western,1992-08-07,8.2,348791.0,14000000.0,159157447.0
Home Alone 2: Lost in New York,120.0,PG,Family,1992-11-19,6.7,269944.0,18000000.0,358991681.0
Wayne's World,94.0,PG-13,Comedy,1992-02-14,7.0,135657.0,20000000.0,121697323.0
The Bodyguard,129.0,R,Action,1992-11-25,6.3,110511.0,25000000.0,411006740.0
Aladdin,90.0,G,Animation,1992-11-25,8.0,336384.0,28000000.0,504050219.0
White Men Can't Jump,115.0,R,Comedy,1992-03-26,6.8,70430.0,31000000.0,90753806.0
Sister Act,100.0,PG,Comedy,1992-05-28,6.4,80510.0,31000000.0,231605150.0
Scent of a Woman,157.0,R,Drama,1992-12-23,8.0,238212.0,31000000.0,134095253.0
Lethal Weapon 3,118.0,R,Action,1992-05-15,6.7,148440.0,35000000.0,321731527.0
Under Siege,103.0,R,Action,1992-10-08,6.5,71962.0,35000000.0,156563139.0
Boomerang,117.0,R,Romance,1992-06-30,5.5,24114.0,40000000.0,70100000.0
A League of Their Own,128.0,PG,Comedy,1992-07-01,7.2,85932.0,40000000.0,107458785.0
The Last of the Mohicans,112.0,R,Action,1992-09-25,7.7,139000.0,40000000.0,75505856.0
Bram Stoker's Dracula,128.0,R,Drama,1992-11-13,7.4,177678.0,40000000.0,215900000.0
A Few Good Men,138.0,R,Drama,1992-12-11,7.7,218747.0,40000000.0,243240178.0
Patriot Games,117.0,R,Thriller,1992-06-04,6.9,95783.0,45000000.0,178051587.0
Basic Instinct,127.0,R,Thriller,1992-03-20,6.9,159658.0,49000000.0,352927224.0
Batman Returns,126.0,PG-13,Action,1992-06-19,7.0,258216.0,80000000.0,280000000.0
Cool Runnings,98.0,PG,Comedy,1993-09-30,6.9,85604.0,14000000.0,154864401.0
Groundhog Day,101.0,PG,Comedy,1993-02-11,8.0,549538.0,14600000.0,70906973.0
Free Willy,112.0,PG,Family,1993-07-16,5.9,64130.0,20000000.0,153698625.0
Sleepless in Seattle,105.0,PG,Romance,1993-06-24,6.8,147908.0,21000000.0,227799884.0
Schindler's List,195.0,R,History,1993-11-29,8.9,1117322.0,22000000.0,321365567.0
Mrs. Doubtfire,125.0,PG-13,Family,1993-11-24,7.0,226146.0,25000000.0,441286195.0
Tombstone,130.0,R,Drama,1993-12-25,7.8,117576.0,25000000.0,56505065.0
Philadelphia,125.0,PG-13,Drama,1993-12-22,7.7,210109.0,26000000.0,206678440.0
Dave,110.0,PG-13,Comedy,1993-05-07,6.8,46467.0,28000000.0,63000000.0
Grumpy Old Men,103.0,PG-13,Comedy,1993-12-25,7.0,40509.0,35100000.0,70200000.0
Indecent Proposal,117.0,R,Drama,1993-04-07,5.9,58078.0,38000000.0,266614059.0
Sister Act 2: Back in the Habit,107.0,PG,Comedy,1993-12-09,5.6,45380.0,38000000.0,57319029.0
In the Line of Fire,128.0,R,Crime,1993-07-08,7.2,86650.0,40000000.0,176997168.0
Rising Sun,125.0,R,Thriller,1993-07-30,6.2,40088.0,40000000.0,107198790.0
The Firm,154.0,R,Mystery,1993-06-30,6.8,108683.0,42000000.0,270248367.0
The Fugitive,130.0,PG-13,Adventure,1993-08-06,7.8,249811.0,44000000.0,368875760.0
The Pelican Brief,141.0,PG-13,Crime,1993-12-16,6.6,71238.0,45000000.0,195268056.0
Demolition Man,115.0,R,Action,1993-10-08,6.7,148329.0,57000000.0,159055768.0
Cliffhanger,112.0,R,Adventure,1993-05-28,6.4,113299.0,70000000.0,255000211.0
Jurassic Park III,92.0,PG-13,Thriller,2001-07-16,8.9,1690474.0,93000000.0,368800000.0
Pulp Fiction,154.0,R,Thriller,1994-09-10,8.9,1690474.0,8000000.0,213928762.0
Ace Ventura: Pet Detective,86.0,PG-13,Comedy,1994-02-04,6.9,260044.0,15000000.0,107217396.0
Dumb and Dumber,107.0,PG-13,Comedy,1994-12-16,7.3,334497.0,16000000.0,247275374.0
The Santa Clause,97.0,PG,Family,1994-11-10,6.4,86610.0,22000000.0,189833357.0
The Mask,101.0,PG-13,Romance,1994-07-29,6.9,320839.0,23000000.0,351583407.0
Speed,116.0,R,Action,1994-06-09,7.2,309338.0,30000000.0,350448145.0
Legends of the Fall,133.0,R,Drama,1994-12-16,7.5,136361.0,30000000.0,160638883.0
Star Trek: Generations,118.0,PG,Science Fiction,1994-11-17,8.5,869127.0,38000000.0,120000000.0
The Lion King,89.0,G,Animation,1994-06-23,8.5,869127.0,45000000.0,788241776.0
The Client,119.0,PG-13,Drama,1994-07-20,6.7,55788.0,45000000.0,117615211.0
The Specialist,110.0,R,Action,1994-10-07,5.6,59371.0,45000000.0,170362582.0
The Flintstones,91.0,PG,Family,1994-05-26,4.9,71389.0,46000000.0,341631208.0
Forrest Gump,142.0,PG-13,Comedy,1994-07-06,8.8,1657851.0,55000000.0,677945399.0
Stargate,121.0,PG-13,Science Fiction,1994-10-27,7.1,167516.0,55000000.0,196567262.0
Disclosure,123.0,R,Drama,1994-12-09,6.1,43455.0,55000000.0,214015089.0
Interview with the Vampire,123.0,R,Horror,1994-11-11,6.9,83296.0,60000000.0,223664608.0
Clear and Present Danger,141.0,PG-13,Thriller,1994-08-03,6.9,83296.0,62000000.0,215887717.0
Wolf,125.0,R,Fantasy,1994-06-17,6.2,49903.0,70000000.0,131000000.0
Maverick,127.0,PG,Action,1994-05-20,7.0,96405.0,75000000.0,183000000.0
True Lies,141.0,R,Action,1994-07-14,7.2,223671.0,115000000.0,378882411.0
While You Were Sleeping,103.0,PG,Romance,1995-04-21,6.7,85626.0,17000000.0,182057016.0
Dangerous Minds,99.0,R,Crime,1995-08-11,6.5,45479.0,23000000.0,179519401.0
Grumpier Old Men,101.0,PG-13,Comedy,1995-12-22,6.7,22759.0,25000000.0,71500000.0
Father of the Bride Part II,106.0,PG,Comedy,1995-02-10,6.0,31971.0,30000000.0,76578911.0
Toy Story,81.0,G,Animation,1995-10-30,8.3,820625.0,30000000.0,373554033.0
Ace Ventura: When Nature Calls,90.0,PG-13,Comedy,1995-11-10,6.4,191266.0,30000000.0,212385533.0
Get Shorty,105.0,R,Comedy,1995-10-20,6.9,72078.0,30250000.0,115101622.0
Mr. Holland's Opus,137.0,PG,Family,1995-12-29,7.3,33906.0,31000000.0,106269971.0
Se7en,127.0,R,Action,1995-09-22,8.6,1323681.0,33000000.0,327311859.0
Casper,100.0,PG,Family,1995-05-26,6.1,110490.0,50000000.0,287928194.0
Congo,109.0,PG-13,Drama,1995-06-09,5.2,39870.0,50000000.0,152022101.0
Apollo 13,140.0,PG,Drama,1995-06-30,7.6,250975.0,52000000.0,355237933.0
Crimson Tide,116.0,R,Thriller,1995-05-12,7.3,95145.0,53000000.0,157387195.0
Pocahontas,81.0,G,Animation,1995-06-14,6.7,156670.0,55000000.0,346079773.0
GoldenEye,130.0,PG-13,Action,1995-11-16,7.2,226013.0,58000000.0,352194034.0
Jumanji,104.0,PG,Family,1995-12-15,7.0,277496.0,65000000.0,262797249.0
Braveheart,177.0,R,Action,1995-05-24,8.3,907287.0,72000000.0,210000000.0
Die Hard: With a Vengeance,128.0,R,Thriller,1995-05-19,5.4,224254.0,90000000.0,366101666.0
Batman Forever,121.0,PG-13,Action,1995-06-16,5.4,224254.0,100000000.0,336529144.0
Waterworld,135.0,PG-13,Action,1995-07-28,6.2,169984.0,175000000.0,264218220.0
Scream,111.0,R,Horror,1996-12-20,7.2,267513.0,14000000.0,173046663.0
The First Wives Club,102.0,PG,Comedy,1996-09-20,6.4,39451.0,26000000.0,116400000.0
The English Patient,162.0,R,War,1996-11-14,7.4,168450.0,27000000.0,231976425.0
The Birdcage,117.0,R,Comedy,1996-03-08,7.1,74466.0,31000000.0,185260553.0
Phenomenon,123.0,PG,Drama,1996-07-05,6.4,71796.0,32000000.0,152036382.0
A Time to Kill,149.0,R,Crime,1996-07-24,7.5,121642.0,40000000.0,152266007.0
Star Trek: First Contact,111.0,PG-13,Science Fiction,1996-11-21,7.6,111959.0,46000000.0,150000000.0
Broken Arrow,108.0,R,Thriller,1996-02-09,6.0,86863.0,50000000.0,150270147.0
Jerry Maguire,139.0,R,Comedy,1996-12-06,7.3,226489.0,50000000.0,273552592.0
The Nutty Professor,95.0,PG-13,Comedy,1996-06-26,5.6,103475.0,54000000.0,128769345.0
101 Dalmatians,103.0,G,Comedy,1996-11-17,5.7,94582.0,54000000.0,320689294.0
The Rock,136.0,R,Action,1996-06-06,7.4,297268.0,75000000.0,335062621.0
Independence Day,145.0,PG-13,Action,1996-06-25,7.0,503229.0,75000000.0,816969268.0
Mission: Impossible,110.0,PG-13,Action,1996-05-22,7.1,365266.0,80000000.0,457696359.0
Ransom,117.0,R,Thriller,1996-11-08,6.6,112739.0,80000000.0,309492681.0
Space Jam,88.0,PG,Comedy,1996-11-15,6.4,145336.0,80000000.0,250200000.0
Twister,113.0,PG-13,Action,1996-05-10,6.4,164803.0,92000000.0,494471524.0
The Hunchback of Notre Dame,91.0,PG,Animation,1996-06-21,6.9,130850.0,100000000.0,100138851.0
Eraser,115.0,R,Drama,1996-06-21,6.1,98473.0,100000000.0,242295562.0
Michael,105.0,PG,Fantasy,1996-12-25,5.7,39051.0,119700000.0,119718203.0
Good Will Hunting,126.0,R,Drama,1997-12-05,8.3,787732.0,10000000.0,225933435.0
I Know What You Did Last Summer,100.0,R,Horror,1997-10-17,5.7,125924.0,17000000.0,125586134.0
Scream 2,120.0,R,Horror,1997-12-09,6.2,147635.0,24000000.0,172363301.0
My Best Friend's Wedding,105.0,PG-13,Comedy,1997-06-19,6.3,120020.0,38000000.0,299288605.0
Liar Liar,86.0,PG-13,Comedy,1997-03-21,6.9,264851.0,45000000.0,302710615.0
As Good as It Gets,139.0,PG-13,Comedy,1997-12-19,7.7,258974.0,50000000.0,314178011.0
George of the Jungle,92.0,PG,Family,1997-07-15,5.4,66725.0,55000000.0,174400000.0
The Lost World: Jurassic Park,129.0,PG-13,Action,1997-05-23,6.6,353168.0,73000000.0,229074524.0
Con Air,115.0,R,Action,1997-06-01,6.9,261542.0,75000000.0,224012234.0
Conspiracy Theory,135.0,R,Action,1997-08-07,6.7,88858.0,75000000.0,136982834.0
Face/Off,138.0,R,Thriller,1997-06-27,7.3,331618.0,80000000.0,245676146.0
Flubber,93.0,PG,Science Fiction,1997-11-26,5.3,79581.0,80000000.0,177977226.0
Hercules,93.0,G,Animation,1997-06-26,7.3,188044.0,85000000.0,252712101.0
Air Force One,124.0,R,Action,1997-07-25,6.5,170035.0,85000000.0,315156409.0
Men in Black,98.0,PG-13,Thriller,1997-07-02,7.3,486947.0,90000000.0,589390539.0
Contact,150.0,PG,Science Fiction,1997-07-11,7.4,239569.0,90000000.0,171120329.0
Tomorrow Never Dies,119.0,PG-13,Action,1997-12-11,6.5,171081.0,110000000.0,333011068.0
Batman and Robin,125.0,PG-13,Action,1997-06-12,7.8,978389.0,160000000.0,238200000.0
Titanic,194.0,PG-13,Romance,1997-11-18,7.8,978389.0,200000000.0,1845034188.0
There's Something About Mary,119.0,R,Romance,1998-07-15,7.1,278096.0,23000000.0,369884651.0
The Waterboy,90.0,PG-13,Comedy,1998-11-06,6.1,140363.0,23000000.0,185991646.0
Shakespeare in Love,122.0,R,History,1998-12-11,7.1,203939.0,25000000.0,289317794.0
The Rugrats Movie,79.0,G,Animation,1998-11-20,5.9,17025.0,30000000.0,100491683.0
Rush Hour,98.0,PG-13,Comedy,1998-09-18,7.0,224449.0,33000000.0,244386864.0
Stepmom,124.0,PG-13,Drama,1998-12-25,6.8,56910.0,50000000.0,159700000.0
Patch Adams,115.0,PG-13,Drama,1998-12-25,6.8,97429.0,50000000.0,202292902.0
The Truman Show,103.0,PG,Comedy,1998-06-04,8.1,859224.0,60000000.0,264118201.0
You've Got Mail,119.0,PG,Romance,1998-12-17,6.6,180707.0,65000000.0,250821495.0
Saving Private Ryan,169.0,R,War,1998-07-24,8.6,1140752.0,70000000.0,481840909.0
The Prince of Egypt,99.0,PG,Animation,1998-12-15,7.1,110340.0,70000000.0,218613188.0
Doctor Dolittle,85.0,PG-13,Family,1998-06-22,5.4,87146.0,71000000.0,294456605.0
Deep Impact,120.0,PG-13,Drama,1998-05-08,6.2,153606.0,75000000.0,140464664.0
Mulan,88.0,G,Animation,1998-06-18,7.6,229669.0,90000000.0,304320254.0
Enemy of the State,132.0,R,Thriller,1998-11-20,7.3,216789.0,90000000.0,250649836.0
The Mask of Zorro,136.0,PG-13,Action,1998-07-16,6.7,159093.0,95000000.0,250288523.0
A Bug's Life,95.0,G,Animation,1998-11-25,7.2,251436.0,120000000.0,363258859.0
Godzilla,139.0,PG-13,Thriller,1998-05-20,5.4,174600.0,130000000.0,379014294.0
Armageddon,151.0,PG-13,Science Fiction,1998-07-01,6.7,376785.0,140000000.0,553799566.0
Lethal Weapon 4,127.0,R,Comedy,1998-07-10,6.6,145685.0,140000000.0,285444603.0
The Blair Witch Project,81.0,R,Horror,1999-07-14,6.5,220304.0,60000.0,248000000.0
American Pie,95.0,R,Comedy,1999-07-09,7.0,357670.0,11000000.0,235483004.0
American Beauty,122.0,R,Drama,1999-09-15,8.3,1007472.0,15000000.0,356296601.0
Big Daddy,93.0,PG-13,Comedy,1999-06-25,6.4,188280.0,34200000.0,234801895.0
The Sixth Sense,107.0,PG-13,Thriller,1999-08-06,8.1,860079.0,40000000.0,672806292.0
Notting Hill,124.0,PG-13,Romance,1999-05-13,7.1,251006.0,42000000.0,363889678.0
The General's Daughter,116.0,R,Thriller,1999-06-18,6.3,49909.0,60000000.0,149705852.0
The Green Mile,189.0,R,Fantasy,1999-12-10,8.6,1046936.0,60000000.0,284600000.0
The Matrix,136.0,R,Science Fiction,1999-03-30,8.7,1550148.0,63000000.0,463517383.0
Runaway Bride,116.0,PG,Romance,1999-07-30,5.5,88557.0,70000000.0,309457509.0
Double Jeopardy,105.0,R,Crime,1999-09-24,6.5,67389.0,70000000.0,177841558.0
Analyze This,103.0,R,Comedy,1999-03-05,6.7,139603.0,80000000.0,176885658.0
The Mummy,124.0,PG-13,Adventure,1999-04-16,7.0,372009.0,80000000.0,415885488.0
Toy Story 2,92.0,G,Animation,1999-10-30,7.9,489299.0,90000000.0,497366869.0
Star Wars: Episode I - The Phantom Menace,136.0,PG,Science Fiction,1999-05-19,6.5,667362.0,115000000.0,924317558.0
Stuart Little,84.0,PG,Family,1999-12-17,5.9,117811.0,133000000.0,300135367.0
The World Is Not Enough,128.0,PG-13,Adventure,1999-11-08,7.4,545440.0,135000000.0,361832400.0
Tarzan,88.0,PG,Animation,1999-06-18,7.3,187724.0,150000000.0,448000000.0
Wild Wild West,106.0,PG-13,Western,1999-06-29,4.9,146265.0,170000000.0,222104681.0
"Crouching Tiger, Hidden Dragon",120.0,PG-13,Romance,2000-10-01,7.8,242878.0,17000000.0,213525736.0
Scary Movie,88.0,R,Comedy,2000-07-07,6.2,219032.0,19000000.0,278019771.0
Big Momma's House,98.0,PG-13,Crime,2000-05-31,5.1,77180.0,30000000.0,173959438.0
Remember the Titans,113.0,PG,Drama,2000-09-29,7.8,186997.0,30000000.0,136706683.0
Chicken Run,84.0,G,Comedy,2000-06-21,7.0,167036.0,45000000.0,224834564.0
Traffic,147.0,R,Drama,2000-12-27,7.6,188060.0,48000000.0,207515725.0
Erin Brockovich,131.0,R,Drama,2000-03-17,7.3,161958.0,52000000.0,256271286.0
Meet the Parents,108.0,PG-13,Comedy,2000-10-06,7.0,296549.0,55000000.0,330444045.0
What Women Want,127.0,PG-13,Comedy,2000-12-15,6.4,182948.0,70000000.0,374111707.0
X-Men,104.0,PG-13,Adventure,2000-07-13,7.4,545440.0,75000000.0,296339527.0
Nutty Professor II: The Klumps,106.0,PG-13,Comedy,2000-07-27,4.4,46222.0,84000000.0,123307945.0
Cast Away,143.0,PG-13,Drama,2000-12-22,7.8,482899.0,90000000.0,429632142.0
Charlie's Angels,98.0,PG-13,Comedy,2000-11-02,5.5,166141.0,92000000.0,264105545.0
What Lies Beneath,130.0,PG-13,Drama,2000-07-21,6.6,111917.0,100000000.0,155464351.0
Gladiator,155.0,R,Action,2000-05-01,8.5,1243670.0,103000000.0,457640427.0
The Patriot,165.0,R,History,2000-06-28,7.2,241120.0,110000000.0,215294342.0
The Perfect Storm,130.0,PG-13,Drama,2000-03-15,6.4,148948.0,120000000.0,325756637.0
How the Grinch Stole Christmas,104.0,PG,Family,2000-11-17,6.1,186192.0,123000000.0,345141403.0
Mission: Impossible II,123.0,PG-13,Adventure,2000-05-24,6.1,296109.0,125000000.0,546388105.0
Dinosaur,82.0,PG,Animation,2000-05-19,6.5,48922.0,127500000.0,354248063.0
American Pie 2,108.0,R,Comedy,2001-08-10,6.4,228537.0,30000000.0,287553595.0
Spy Kids,88.0,PG,Family,2001-03-18,5.4,101720.0,35000000.0,147934180.0
The Princess Diaries,115.0,G,Romance,2001-08-03,6.3,118754.0,37000000.0,165335153.0
The Fast and the Furious,106.0,PG-13,Crime,2001-06-22,6.8,327057.0,38000000.0,207283925.0
Shrek,90.0,PG,Animation,2001-05-16,7.8,574978.0,60000000.0,484409218.0
A Beautiful Mind,135.0,PG-13,Drama,2001-12-11,8.2,788060.0,60000000.0,313542341.0
Vanilla Sky,136.0,R,Mystery,2001-12-10,6.9,237238.0,68000000.0,203388341.0
Dr. Dolittle 2,87.0,PG,Comedy,2001-06-22,4.7,39656.0,70000000.0,176104344.0
Ocean's Eleven,116.0,PG-13,Thriller,2001-12-07,7.8,482386.0,85000000.0,450717150.0
Hannibal,131.0,PG-13,Thriller,2001-02-08,6.8,240535.0,87000000.0,351692268.0
Rush Hour 2,90.0,PG-13,Comedy,2001-08-03,6.6,188755.0,90000000.0,347325802.0
Black Hawk Down,144.0,R,War,2001-12-28,7.7,345280.0,92000000.0,172989651.0
Jurassic Park III,92.0,PG-13,Adventure,2001-07-18,5.9,280110.0,93000000.0,368780809.0
The Lord of the Rings: The Fellowship of the Ring,178.0,PG-13,Fantasy,2001-12-18,8.8,1545228.0,93000000.0,871368364.0
The Mummy Returns,130.0,PG-13,Adventure,2001-04-28,6.3,287749.0,98000000.0,433013274.0
Planet of the Apes,119.0,PG-13,Science Fiction,2001-07-25,5.7,203564.0,100000000.0,362211740.0
Lara Croft: Tomb Raider,100.0,PG-13,Adventure,2001-06-11,5.8,188607.0,115000000.0,274703340.0
"Monsters, Inc.",92.0,G,Comedy,2001-11-01,8.0,758349.0,115000000.0,562816256.0
Harry Potter and the Sorcerer's Stone,152.0,PG,Fantasy,2001-11-04,7.6,583224.0,125000000.0,975100000.0
Pearl Harbor,183.0,PG-13,War,2001-05-21,6.2,297066.0,140000000.0,449220945.0
My Big Fat Greek Wedding,95.0,PG,Comedy,2002-02-22,6.5,114907.0,5000000.0,368744044.0
Sweet Home Alabama,108.0,PG-13,Romance,2002-09-26,6.2,96978.0,30000000.0,180622424.0
The Ring,115.0,PG-13,Horror,2002-10-18,7.1,303397.0,48000000.0,249348933.0
Mr. Deeds,96.0,PG-13,Comedy,2002-06-28,5.8,129182.0,50000000.0,171269535.0
Ice Age,81.0,PG,Animation,2002-03-10,7.5,411963.0,59000000.0,383257136.0
The Bourne Identity,119.0,PG-13,Action,2002-06-14,7.9,481712.0,60000000.0,214034224.0
Austin Powers in Goldmember,94.0,PG-13,Science Fiction,2002-07-26,6.2,186825.0,63000000.0,296655431.0
The Santa Clause 2,104.0,G,Family,2002-10-31,5.6,45755.0,65000000.0,172855065.0
xXx,124.0,PG-13,Adventure,2002-08-09,5.9,167855.0,70000000.0,277448382.0
Signs,106.0,PG-13,Science Fiction,2002-08-02,6.7,321975.0,72000000.0,408247917.0
The Lord of the Rings: The Two Towers,179.0,PG-13,Fantasy,2002-12-18,8.7,1383826.0,79000000.0,926287400.0
Lilo & Stitch,85.0,PG,Animation,2002-06-21,6.7,351725.0,80000000.0,145771527.0
Scooby-Doo,88.0,PG,Mystery,2002-06-14,5.0,90185.0,84000000.0,275650703.0
Harry Potter and the Chamber of Secrets,161.0,PG,Fantasy,2002-11-13,7.4,505027.0,100000000.0,876688482.0
Minority Report,145.0,PG-13,Science Fiction,2002-06-20,7.6,477892.0,102000000.0,358372926.0
Star Wars: Episode II - Attack of the Clones,142.0,PG-13,Science Fiction,2002-05-15,6.6,587304.0,120000000.0,649398328.0
Spider-Man,121.0,PG-13,Fantasy,2002-05-01,7.3,652224.0,139000000.0,821708551.0
Men in Black 2,88.0,PG-13,Action,2002-07-03,7.4,489354.0,140000000.0,441800000.0
Die Another Day,133.0,PG-13,Adventure,2002-11-17,6.1,194441.0,140000000.0,431971116.0
Bringing Down the House,105.0,PG-13,Comedy,2003-03-07,5.6,33619.0,20000000.0,132675402.0
Elf,97.0,PG,Comedy,2003-10-09,6.9,194453.0,32000000.0,173398518.0
Spy Kids 3-D: Game Over,84.0,PG,Family,2003-07-25,4.2,50809.0,38000000.0,197011982.0
Cheaper by the Dozen,98.0,PG,Comedy,2003-12-24,5.8,88445.0,40000000.0,190212113.0
Anger Management,106.0,PG-13,Comedy,2003-04-11,6.2,194353.0,75000000.0,195745823.0
2 Fast 2 Furious,107.0,PG-13,Thriller,2003-06-05,5.9,236645.0,76000000.0,236350661.0
Bruce Almighty,101.0,PG-13,Comedy,2003-05-23,6.7,351725.0,80000000.0,484572835.0
S.W.A.T.,117.0,PG-13,Crime,2003-08-08,6.0,132856.0,80000000.0,116643346.0
Something's Gotta Give,128.0,PG-13,Drama,2003-12-12,6.7,105201.0,80000000.0,266728738.0
Seabiscuit,141.0,PG-13,Drama,2003-07-22,7.3,63813.0,87000000.0,148336445.0
Finding Nemo,100.0,G,Animation,2003-05-30,8.1,887773.0,94000000.0,940335536.0
