,id,spoken_languages
5296,11191,fr
5297,10215,en
5298,25066,en
5299,1523,en
5300,1523,fr
5301,1523,de
5302,1523,sw
5303,11361,en
5304,92591,en
5305,57612,en
5306,12509,en
5307,15256,en
5308,83686,en
5309,83686,fr
5310,80304,en
5311,80304,es
5312,28053,en
5313,67913,ga
5314,67913,en
5315,13991,en
5316,1443,en
5317,8545,en
5318,19556,en
5319,231576,en
5320,16172,fr
5321,16172,en
5322,13403,en
5323,13403,de
5324,15797,en
5325,347764,en
5326,347764,de
5327,13537,en
5328,13537,fr
5329,13537,hu
5330,20794,en
5331,31064,en
5332,576,en
5333,576,de
5334,576,es
5335,13990,en
5336,11583,en
5337,18602,en
5338,18602,es
5339,27549,en
5340,59728,en
5341,10930,fr
5342,32395,en
5343,58882,zh
5344,58882,en
5345,7547,en
5346,35944,en
5347,42222,en
5348,42222,fr
5349,42222,de
5350,42222,ru
5351,13827,en
5352,13827,pl
5353,44260,en
5354,9282,en
5355,38940,en
5356,38940,fr
5357,35689,en
5358,97614,en
5359,37206,en
5360,58626,en
5361,183894,en
5362,837,en
5363,1555,it
5364,1555,fr
5365,1555,es
5366,1555,en
5367,1555,ca
5368,1555,da
5369,1555,de
5370,244783,en
5371,16564,nl
5372,16564,en
5373,16564,de
5374,168027,en
5375,3482,de
5376,3482,en
5377,135595,en
5378,135595,zh
5379,8982,en
5380,8982,zh
5381,8982,th
5382,8982,vi
5383,89861,en
5384,455,en
5385,455,pa
5386,57022,en
5387,14351,en
5388,147767,hi
5389,10664,es
5390,55567,en
5391,9277,en
5392,9443,en
5393,9443,fr
5394,16186,en
5395,7863,en
5396,7863,yi
5397,138697,en
5398,11901,en
5399,1548,en
5400,11889,en
5401,33155,en
5402,5528,fr
5403,321,en
5404,321,fr
5405,321,it
5406,4997,en
5407,925,en
5408,27451,en
5409,73532,fr
5410,979,fr
5411,193722,ja
5412,7913,hi
5413,253253,en
5414,51995,en
5415,13173,es
5416,13173,en
5417,22908,en
5418,70670,da
5419,70670,en
5420,70670,no
5421,70670,ru
5422,84204,en
5423,25248,en
5424,230266,en
5425,16633,en
5426,63006,en
5427,63006,hi
5428,91586,en
5429,91586,th
5430,215,en
5431,333371,en
5432,9012,en
5433,345911,en
5434,72571,en
5435,242512,en
5436,10072,en
5437,211954,es
5438,211954,en
5439,82990,en
5440,29912,en
5441,11843,en
5442,11284,en
5443,504,en
5444,173,en
5445,227348,en
5446,1955,en
5447,152532,en
5448,152532,ja
5449,243940,en
5450,77,en
5451,157547,en
5452,2295,en
5453,71,en
5454,147773,en
5455,16096,en
5456,24266,en
5457,16508,en
5458,2895,en
5459,15660,en
5460,59968,en
5461,323677,en
5462,19848,en
5463,256274,en
5464,235271,en
5465,45153,en
5466,284293,en
5467,24973,el
5468,24973,en
5469,21610,en
5470,21610,fr
5471,10283,en
5472,8346,el
5473,8346,en
5474,122081,en
5475,10987,en
5476,1391,es
5477,747,en
5478,14745,en
5479,14745,ru
5480,26748,en
5481,26748,es
5482,11357,en
5483,24913,en
5484,13776,en
5485,14854,en
5486,14854,es
5487,50357,cs
5488,50357,en
5489,13090,en
5490,13090,es
5491,192141,fr
5492,192141,en
5493,192141,th
5494,16441,en
5495,29996,en
5496,351819,en
5497,14834,en
5498,14834,fr
5499,22649,en
5500,378200,en
5501,20455,de
5502,20455,en
5503,13193,en
5504,11042,en
5505,11042,fr
5506,10786,en
5507,12484,en
5508,17339,en
5509,17339,es
5510,11959,en
5511,9900,en
5512,9900,pt
5513,14662,en
5514,335,en
5515,15745,en
5516,17431,es
5517,17431,en
5518,21014,en
5519,21014,he
5520,78394,en
5521,10217,en
5522,10217,es
5523,46332,ar
5524,46332,fr
5525,13996,fr
5526,13996,en
5527,13996,de
5528,3028,en
5529,1024,en
5530,343795,en
5531,343795,pt
5532,45658,en
5533,16148,en
5534,4553,en
5535,36351,en
5536,245916,en
5537,27585,en
5538,1415,en
5539,313922,en
5540,14474,en
5541,199933,en
5542,13685,es
5543,13685,en
5544,8744,en
5545,38428,hi
5546,38428,en
5547,8847,en
5548,39269,en
5549,46838,en
5550,51384,de
5551,56930,en
5552,41730,en
5553,18442,en
5554,298312,en
5555,11600,en
5556,11600,es
5557,71547,en
5558,57876,en
5559,57876,pt
5560,77495,es
5561,13849,en
5562,13849,fr
5563,13849,pl
5564,14849,en
5565,12486,en
5566,19615,en
5567,244403,en
5568,292481,en
5569,340816,pt
5570,340816,en
5571,78814,en
5572,297596,ar
5573,297596,en
5574,297596,ro
5575,299552,en
5576,11935,en
5577,113406,en
5578,290825,en
5579,290825,fr
5580,290825,de
5581,361159,en
5582,12555,pl
5583,12555,cs
5584,31175,de
5585,31175,el
5586,12498,en
5587,77949,fr
5588,77949,en
5589,1690,en
5590,8435,en
5591,64720,en
5592,49365,en
5593,11404,en
5594,300706,en
5595,16337,en
5596,11577,en
5597,77987,en
5598,77987,th
5599,40185,fr
5600,68202,en
5601,8981,en
5602,10914,en
5603,50848,fr
5604,166624,en
5605,10822,en
5606,10844,en
5607,9336,en
5608,5689,en
5609,712,en
5610,13342,en
5611,10339,en
5612,1429,en
5613,9303,en
5614,641,en
5615,27686,en
5616,65749,es
5617,6106,en
5618,6106,es
5619,252680,en
5620,141,en
5621,17139,nl
5622,17139,en
5623,17139,fr
5624,17139,de
5625,12079,en
5626,39800,en
5627,4550,en
5628,4550,ja
5629,4550,ko
5630,62116,fr
5631,9991,en
5632,9991,it
5633,13807,cn
5634,68818,es
5635,68818,en
5636,12093,ru
5637,12093,sv
5638,12093,en
5639,36419,en
5640,281730,hi
5641,281730,en
5642,510,en
5643,362105,en
5644,10970,fr
5645,375290,ar
5646,375290,hi
5647,375290,ml
5648,17663,en
5649,270938,en
5650,116613,sr
5651,116613,en
5652,11826,en
5653,29920,de
5654,29920,en
5655,29920,es
5656,29920,sr
5657,29920,sv
5658,1088,en
5659,1088,mi
5660,26379,hi
5661,34069,fr
5662,34069,de
5663,10947,en
5664,47452,en
5665,3040,de
5666,3040,ru
5667,11386,en
5668,10246,en
5669,29426,en
5670,10331,en
5671,153,ja
5672,153,en
5673,703,en
5674,703,de
5675,27191,en
5676,27191,de
5677,1365,en
5678,287424,en
5679,451,en
5680,165864,en
5681,987,en
5682,241251,en
5683,40494,en
5684,40494,it
5685,39781,en
5686,8337,en
5687,5925,en
5688,5925,de
5689,5925,fr
5690,5925,ru
5691,8357,en
5692,8357,de
5693,8357,es
5694,146203,en
5695,85350,es
5696,85350,en
5697,512,en
5698,13408,en
5699,47816,en
5700,10744,en
5701,10744,ru
5702,11536,en
5703,9782,en
5704,18713,en
5705,6537,es
5706,184345,en
5707,1809,en
5708,1809,de
5709,2370,en
5710,2370,fr
5711,2370,ru
5712,2370,es
5713,9809,en
5714,9809,pl
5715,9809,pt
5716,9809,es
5717,5,en
5718,11013,en
5719,19153,en
5720,10132,en
5721,16448,en
5722,15122,pt
5723,15122,en
5724,8141,en
5725,1546,en
5726,48572,en
5727,14517,en
5728,89708,en
5729,27551,en
5730,27551,it
5731,27551,es
5732,64678,en
5733,309503,en
5734,14293,en
5735,15059,en
5736,103328,fr
5737,157847,en
5738,25719,en
5739,48309,en
5740,27723,en
5741,20468,en
5742,242575,de
5743,242575,es
5744,44945,en
5745,29122,en
5746,125123,en
5747,111190,en
5748,133575,en
5749,54580,es
5750,54580,de
5751,52015,en
5752,34941,en
5753,227975,de
5754,227975,pt
5755,60422,en
5756,60422,fr
5757,60422,de
5758,81390,en
5759,81390,it
5760,10981,en
5761,225235,ru
5762,14902,en
5763,121676,ar
5764,121676,en
5765,22301,fr
5766,22301,en
5767,22301,de
5768,20065,en
5769,20065,it
5770,257087,en
5771,46420,en
5772,114635,en
5773,158150,en
5774,251979,en
5775,874,en
5776,874,fr
5777,874,la
5778,874,es
5779,10774,en
5780,10774,de
5781,770,en
5782,266102,en
5783,29715,en
5784,29715,fr
5785,29715,es
5786,25209,en
5787,37495,ar
5788,37495,en
5789,37495,ur
5790,29262,pt
5791,34769,en
5792,35032,en
5793,5178,en
5794,5178,it
5795,8618,en
5796,3116,en
5797,3116,it
5798,9427,en
5799,813,en
5800,352978,en
5801,10634,en
5802,9516,en
5803,16288,en
5804,23330,en
5805,18900,en
5806,27029,en
5807,26268,en
5808,573,en
5809,310131,en
5810,40505,en
5811,11363,en
5812,11363,fr
5813,3033,en
5814,3033,hu
5815,25376,es
5816,22007,en
5817,765,en
5818,10615,en
5819,205321,en
5820,89540,es
5821,46146,no
5822,14256,en
5823,540,en
5824,370464,en
5825,20055,en
5826,224569,en
5827,224569,ru
5828,39303,en
5829,142061,en
5830,370662,en
5831,252360,en
5832,256740,en
5833,299145,en
5834,241766,it
5835,241766,en
5836,12535,en
5837,12535,hu
5838,1667,fr
5839,1667,en
5840,50839,en
5841,86549,es
5842,86549,en
5843,13973,en
5844,244786,en
5845,598,pt
5846,11129,en
5847,75861,en
5848,13551,en
5849,103663,da
5850,103663,pl
5851,103663,en
5852,850,en
5853,12586,en
5854,12586,es
5855,11564,en
5856,301748,en
5857,108346,en
5858,8841,fr
5859,805,en
5860,11697,en
5861,22051,en
5862,436,en
5863,436,es
5864,55347,en
5865,55347,fr
5866,10070,en
5867,8469,en
5868,658,zh
5869,658,en
5870,658,es
5871,125490,en
5872,1585,en
5873,627,en
5874,23618,en
5875,41436,en
5876,10162,en
5877,10162,ga
5878,10162,la
5879,1430,en
5880,259943,zh
5881,10014,en
5882,11257,en
5883,11257,it
5884,158015,en
5885,82507,en
5886,82507,pt
5887,82507,fr
5888,82507,br
5889,20337,en
5890,261,en
5891,1685,en
5892,20737,en
5893,10991,en
5894,10225,en
5895,826,ja
5896,826,th
5897,826,en
5898,34086,en
5899,5854,en
5900,284,en
5901,10285,en
5902,5780,en
5903,5780,de
5904,5780,no
5905,5780,sv
5906,292,en
5907,292,de
5908,223485,en
5909,223485,tr
5910,29463,en
5911,18065,en
5912,22013,en
5913,821,en
5914,53862,en
5915,3089,en
5916,3089,de
5917,3089,it
5918,3089,es
5919,30139,en
5920,132344,en
5921,132344,el
5922,132344,fr
5923,15582,en
5924,15158,en
5925,44634,en
5926,30309,en
5927,7509,hi
5928,10557,en
5929,10557,ru
5930,10557,ur
5931,23531,it
5932,23531,en
5933,28005,en
5934,40247,en
5935,252,en
5936,252,fr
5937,252,de
5938,24126,en
5939,13982,es
5940,13982,en
5941,16642,en
5942,16642,it
5943,17734,en
5944,18892,en
5945,549,en
5946,549,es
5947,121986,en
5948,868,af
5949,868,xh
5950,868,zu
5951,10683,en
5952,10683,ru
5953,17995,en
5954,246403,en
5955,670,ko
5956,35691,en
5957,49010,en
5958,317930,en
5959,11229,en
5960,22488,en
5961,24469,en
5962,82533,en
5963,50942,en
5964,84174,en
5965,34099,en
5966,79940,en
5967,342,de
5968,38033,en
5969,100975,en
5970,38541,en
5971,39563,en
5972,234212,en
5973,27404,en
5974,170480,en
5975,71866,en
5976,71866,de
5977,192210,en
5978,192210,pt
5979,192210,ru
5980,180296,en
5981,157058,en
5982,70006,en
5983,26039,en
5984,79587,it
5985,79587,en
5986,176077,en
5987,260947,en
5988,342502,en
5989,191229,en
5990,191229,es
5991,43213,en
5992,44594,en
5993,666,pt
5994,248,en
5995,248,es
5996,325173,en
5997,55831,en
5998,351043,en
5999,43942,en
6000,10226,it
6001,10226,en
6002,10226,fr
6003,66942,en
6004,66942,pt
6005,356483,en
6006,10476,en
6007,239,en
6008,10281,en
6009,630,en
6010,3034,en
6011,3034,de
6012,13025,en
6013,21461,hi
6014,55306,en
6015,17264,ar
6016,17264,en
6017,17264,it
6018,16016,da
6019,15875,en
6020,15875,fr
6021,5900,nl
6022,43306,en
6023,11072,en
6024,11072,de
6025,11072,yi
6026,9730,en
6027,9730,es
6028,209274,pl
6029,26371,en
6030,14137,en
6031,291,en
6032,14139,es
6033,33106,zh
6034,8875,en
6035,872,en
6036,72914,en
6037,139038,en
6038,126509,en
6039,9591,en
6040,10676,en
6041,1687,en
6042,24748,en
6043,181330,en
6044,468,en
6045,401,en
6046,76,en
6047,76,de
6048,76,fr
6049,50538,fr
6050,25636,en
6051,19316,en
6052,19316,zh
6053,84329,en
6054,20,en
6055,157386,en
6056,13007,ar
6057,13007,en
6058,13007,he
6059,13007,fa
6060,13007,es
6061,13518,en
6062,116584,en
6063,46849,en
6064,40428,en
6065,17334,en
6066,17334,hi
6067,1698,de
6068,1698,la
6069,20764,en
6070,20764,es
6071,45132,en
6072,76706,en
6073,254472,en
6074,332285,en
6075,49471,en
6076,13569,en
6077,13569,de
6078,7512,en
6079,356216,en
6080,11798,en
6081,146631,en
6082,146631,fr
6083,43546,en
6084,43546,es
6085,43546,fr
6086,61038,en
6087,78373,en
6088,17820,en
6089,74457,en
6090,283384,en
6091,19933,nl
6092,19933,en
6093,19933,pl
6094,756,en
6095,433715,en
6096,9728,en
6097,9731,en
6098,9916,en
6099,9916,pt
6100,309425,en
6101,14156,en
6102,43610,en
6103,360339,en
6104,31163,en
6105,297621,en
6106,16205,en
6107,887,en
6108,9517,en
6109,6007,no
6110,364083,es
6111,364083,en
6112,8329,ja
6113,8329,es
6114,69640,en
6115,347548,en
6116,322443,en
6117,657,en
6118,657,ru
6119,657,tr
6120,657,ro
6121,28165,en
6122,28165,ja
6123,11561,en
6124,11561,yi
6125,270303,en
6126,11624,en
6127,11624,it
6128,595,en
6129,8810,en
6130,12207,cn
6131,226,en
6132,92182,en
6133,582,de
6134,72213,en
6135,990,en
6136,55604,en
6137,9662,fr
6138,9662,pt
6139,20862,en
6140,2771,en
6141,80,en
6142,80,fr
6143,55,es
6144,11023,en
6145,11023,pt
6146,11023,es
6147,33667,en
6148,39013,en
6149,11194,en
6150,43839,en
6151,1382,en
6152,44639,en
6153,301351,en
6154,301351,it
6155,4816,en
6156,7873,en
6157,7873,es
6158,7873,ko
6159,331190,en
6160,15186,en
6161,17994,de
6162,1378,en
6163,8885,he
6164,8885,ar
6165,8885,de
6166,8885,en
6167,12901,en
6168,250124,en
6169,14284,hu
6170,57120,en
6171,12228,en
6172,22617,en
6173,22617,fr
6174,22617,it
6175,55561,en
6176,42889,en
6177,42889,fr
6178,10656,fr
6179,24363,en
6180,24363,fr
6181,13121,en
6182,24746,en
6183,12109,en
6184,27023,en
6185,27023,it
6186,22913,en
6187,273899,en
6188,20653,en
6189,20653,hi
6190,171759,en
6191,171759,de
6192,206296,en
6193,35219,en
6194,28260,cs
6195,28260,en
6196,28260,it
6197,7515,en
6198,13075,en
6199,335866,en
6200,13510,en
6201,215881,en
6202,18238,en
6203,22600,af
6204,22600,en
6205,12612,en
6206,50698,en
6207,115210,en
6208,34335,en
6209,11302,yi
6210,11302,en
6211,119458,en
6212,20406,en
6213,20406,de
6214,20406,ru
6215,20406,es
6216,3766,cn
6217,3766,en
6218,18616,en
6219,18616,pl
6220,18808,en
6221,95755,en
6222,198062,en
6223,188652,en
6224,174311,en
6225,12602,de
6226,153795,en
6227,17768,en
6228,13516,en
6229,98549,en
6230,98549,fr
6231,312793,en
6232,312793,de
6233,309919,en
6234,299553,en
6235,21309,en
6236,32235,en
6237,329540,en
6238,26388,en
6239,49020,en
6240,159037,ar
6241,12838,fr
6242,157293,hi
6243,14048,en
6244,14048,fr
6245,356987,en
6246,295886,en
6247,38358,en
6248,33511,en
6249,702,en
6250,935,en
6251,542,es
6252,84175,en
6253,1705,en
6254,62677,en
6255,50875,en
6256,260778,ta
6257,58492,en
6258,44562,en
6259,37232,dz
6260,4929,en
6261,36334,en
6262,36334,de
6263,9783,en
6264,386826,en
6265,205126,en
6266,205126,fr
6267,205126,de
6268,98557,en
6269,104,de
6270,104,en
6271,104,ja
6272,10894,en
6273,246449,en
6274,32579,en
6275,32579,es
6276,1688,en
6277,1999,sh
6278,1999,en
6279,43947,en
6280,24066,en
6281,9709,en
6282,191714,en
6283,191714,hi
6284,25312,en
6285,34106,en
6286,34106,ru
6287,11426,en
6288,13909,en
6289,206284,en
6290,27455,en
6291,7973,fr
6292,7973,ar
6293,283686,en
6294,15976,he
6295,592,en
6296,74084,en
6297,74084,hi
6298,1651,fr
6299,25428,de
6300,298584,en
6301,10758,en
6302,11690,en
6303,3083,en
6304,9344,en
6305,10707,en
6306,10707,fr
6307,15647,en
6308,308529,en
6309,308529,th
6310,4174,en
6311,20156,en
6312,20156,he
6313,9464,en
6314,49018,en
6315,13820,en
6316,18079,es
6317,127918,en
6318,127918,he
6319,17113,en
6320,129139,en
6321,507,en
6322,507,fr
6323,4012,en
6324,4012,he
6325,4012,hu
6326,14054,en
6327,323271,en
6328,10972,en
6329,66025,en
6330,11908,en
6331,3082,en
6332,39541,en
6333,1961,en
6334,51820,en
6335,291362,en
6336,30082,en
6337,72913,en
6338,23963,hy
6339,23963,en
6340,23963,fr
6341,29406,en
6342,104755,en
6343,253306,en
6344,29595,en
6345,46729,en
6346,294600,en
6347,137347,en
6348,137347,ro
6349,426469,en
6350,356841,en
6351,301325,en
6352,301325,es
6353,347755,en
6354,408,en
6355,44413,es
6356,39209,de
6357,39209,en
6358,39209,es
6359,394047,en
6360,312791,en
6361,266034,fr
6362,280381,en
6363,2661,en
6364,100,en
6365,218500,en
6366,309,da
6367,309,de
6368,309,en
6369,27845,it
6370,27845,en
6371,25784,en
6372,25784,vi
6373,100275,en
6374,295914,ky
6375,42033,en
6376,19187,ru
6377,46415,fr
6378,46415,en
6379,46415,hi
6380,38570,en
6381,38570,ru
6382,27588,fr
6383,27588,de
6384,223,en
6385,223,fr
6386,9725,en
6387,28580,en
6388,23730,en
6389,46256,en
6390,19997,en
6391,43266,en
6392,43266,cy
6393,278316,en
6394,1412,en
6395,176,en
6396,39939,en
6397,215924,es
6398,480,en
6399,480,hi
6400,14295,en
6401,11219,en
6402,20770,en
6403,176124,en
6404,176124,de
6405,500,en
6406,60400,en
6407,60400,fr
6408,429,it
6409,310569,pt
6410,98369,en
6411,89750,en
6412,49951,en
6413,86331,fr
6414,355629,es
6415,16433,en
6416,15544,en
6417,15544,de
6418,15544,hu
6419,43884,en
6420,107315,en
6421,13064,en
6422,59917,en
6423,157422,en
6424,7553,en
6425,7553,ru
6426,12877,en
6427,39895,en
6428,39895,de
6429,55616,en
6430,29697,en
6431,29697,zu
6432,50037,en
6433,94329,id
6434,53502,en
6435,202604,it
6436,202604,en
6437,289,de
6438,289,fr
6439,289,it
6440,289,en
6441,27374,en
6442,27374,de
6443,26815,hi
6444,811,en
6445,811,de
6446,1366,en
6447,244776,en
6448,5769,en
6449,277685,en
6450,103,en
6451,103,es
6452,11298,en
6453,646,en
6454,646,fr
6455,93856,en
6456,9003,en
6457,347126,en
6458,10092,en
6459,10092,de
6460,10092,pt
6461,10643,ja
6462,46705,en
6463,546,en
6464,76487,en
6465,5722,en
6466,39833,en
6467,1781,en
6468,18712,en
6469,7944,en
6470,171424,en
6471,361475,en
6472,361475,fr
6473,113947,en
6474,18570,en
6475,83860,en
6476,41469,en
6477,244772,en
6478,50837,en
6479,248774,en
6480,10183,en
6481,10183,fr
6482,10183,ur
6483,10183,zh
6484,159014,en
6485,32456,en
6486,49963,en
6487,13508,en
6488,13508,fr
6489,13508,hu
6490,22597,en
6491,22597,fr
6492,22597,ru
6493,9707,en
6494,9707,de
6495,26791,en
6496,56666,hi
6497,56666,ur
6498,8675,en
6499,8675,ja
6500,13132,en
6501,47686,en
6502,46989,en
6503,192132,en
6504,24424,ar
6505,24424,he
6506,13198,en
6507,244267,en
6508,21413,en
6509,123678,en
6510,123678,id
6511,13362,en
6512,39183,en
6513,62402,en
6514,201132,en
6515,251471,en
6516,112456,en
6517,20296,hi
6518,25983,en
6519,66195,en
6520,16155,en
6521,46727,en
6522,55180,en
6523,29015,en
6524,91122,en
6525,18206,en
6526,18206,es
6527,320146,en
6528,13856,en
6529,43630,en
6530,56491,en
6531,99826,en
6532,186935,es
6533,357441,ur
6534,19344,en
6535,242083,en
6536,18869,en
6537,26673,en
6538,41830,en
6539,63287,en
6540,63287,es
6541,335874,en
6542,34592,en
6543,92635,en
6544,258755,es
6545,96534,en
6546,21283,en
6547,84178,en
6548,101179,en
6549,52462,de
6550,269057,en
6551,287524,en
6552,206213,en
6553,248402,en
6554,29146,en
6555,207769,en
6556,271185,en
6557,29731,en
6558,292539,en
6559,654,en
6560,91070,en
6561,2009,ro
6562,2652,en
6563,9813,en
6564,60421,en
6565,60421,fr
6566,60421,fa
6567,157354,en
6568,127867,en
6569,3170,en
6570,14014,en
6571,15708,en
6572,146882,fr
6573,215918,en
6574,84200,en
6575,84184,en
6576,45767,en
6577,14823,en
6578,367551,en
6579,343409,en
6580,60243,fa
6581,57294,en
6582,11446,en
6583,47889,en
6584,25461,en
6585,25461,es
6586,905,de
6587,78705,es
6588,25212,en
6589,26899,en
6590,146269,en
6591,292483,en
6592,14451,no
6593,10105,en
6594,10105,de
6595,211557,en
6596,838,en
6597,40862,en
6598,13158,en
6599,84332,en
6600,74510,en
6601,74725,sv
6602,74725,en
6603,58428,en
6604,8416,en
6605,8416,fr
6606,8416,it
6607,8416,la
6608,8416,zh
6609,13429,en
6610,9022,en
6611,22530,de
6612,22530,en
6613,288,en
6614,14275,en
6615,2287,en
6616,18734,en
6617,206197,en
6618,26837,en
6619,7859,en
6620,302579,en
6621,51955,en
6622,376004,en
6623,158752,en
6624,40658,en
6625,296943,en
6626,118612,en
6627,323967,en
6628,3080,en
6629,3080,it
6630,2667,en
6631,9459,en
6632,11598,en
6633,26916,en
6634,181940,en
6635,324322,fr
6636,324322,en
6637,324322,bm
6638,375950,fr
6639,278348,en
6640,704,en
6641,75986,en
6642,385636,en
6643,385636,sl
6644,14438,en
6645,211086,hi
6646,23069,en
6647,83,en
6648,89857,en
6649,30315,en
6650,14358,en
6651,14358,es
6652,2056,en
6653,41144,en
6654,35199,en
6655,14271,en
6656,14757,en
6657,14757,fr
6658,14757,hu
6659,14757,ps
6660,23655,en
6661,36825,en
6662,33430,en
6663,12281,en
6664,125052,en
6665,96238,en
6666,30246,en
6667,7301,en
6668,172533,en
6669,180383,en
6670,346,ja
6671,84318,en
6672,45145,en
6673,13983,en
6674,45649,en
6675,19844,en
6676,21801,en
6677,43933,es
6678,43933,en
6679,73511,en
6680,139715,en
6681,45380,zh
6682,30867,en
6683,81220,en
6684,253626,en
6685,294550,en
6686,90369,en
6687,90369,fr
6688,90369,de
6689,117942,en
6690,322194,en
6691,98568,en
6692,98568,de
6693,119657,es
6694,380733,en
6695,362765,en
6696,379532,en
6697,253261,en
6698,297100,en
6699,15239,en
6700,4107,en
6701,4107,ga
6702,15624,en
6703,17287,en
6704,198370,en
6705,3062,en
6706,15389,en
6707,464,en
6708,464,it
6709,464,sv
6710,8193,en
6711,188166,en
6712,23827,en
6713,1282,en
6714,762,fr
6715,762,la
6716,762,en
6717,64499,en
6718,1435,en
6719,19204,en
6720,19204,it
6721,9029,en
6722,9029,sh
6723,18045,en
6724,18045,pl
6725,11240,en
6726,157909,en
6727,10238,sv
6728,3059,en
6729,15800,en
6730,65203,en
6731,764,en
6732,103620,en
6733,319069,en
6734,319069,he
6735,14278,en
6736,25678,en
6737,389,en
6738,52032,en
6739,3078,en
6740,38810,el
6741,21525,en
6742,55123,en
6743,11980,en
6744,11956,fr
6745,1550,zh
6746,1550,en
6747,162396,en
6748,26518,en
6749,8942,en
6750,68412,en
6751,2786,fr
6752,87943,en
6753,73981,en
6754,73981,hi
6755,91721,en
6756,118452,en
6757,47534,en
6758,40914,en
6759,365052,en
6760,13282,en
6761,250184,en
6762,426067,en
6763,324352,en
6764,318040,en
6765,27420,en
6766,80468,en
6767,84188,en
6768,84188,fr
6769,84188,de
6770,2255,en
6771,50035,en
6772,14290,en
6773,29371,en
6774,44490,en
6775,32222,en
6776,378237,en
6777,431,de
6778,431,en
6779,76996,en
6780,51942,en
6781,1424,en
6782,60420,en
6783,325123,en
6784,142132,en
6785,20520,en
6786,20520,zh
6787,109729,en
6788,78307,en
6789,12247,en
6790,29917,cn
6791,29917,en
6792,29917,fr
6793,24869,en
6794,77934,en
6795,77934,de
6796,34697,de
6797,34697,en
6798,306667,en
6799,274758,en
6800,40963,en
6801,173224,en
6802,18533,en
6803,376010,en
6804,139948,en
6805,35073,en
6806,35073,fr
6807,9659,en
6808,10218,en
6809,391,it
6810,391,es
6811,43595,en
6812,54897,en
6813,83588,en
6814,53256,en
6815,53256,de
6816,40920,en
6817,54702,pl
6818,54702,en
6819,69270,en
6820,5759,en
6821,402515,en
6822,126141,fr
6823,48035,da
6824,14758,en
6825,13363,en
6826,37985,en
6827,25786,en
6828,36549,en
6829,361398,en
6830,289180,en
6831,288927,en
6832,21334,fa
6833,79120,en
6834,27995,en
6835,253290,en
6836,344466,ro
6837,55420,en
6838,5822,en
6839,408429,en
6840,39141,en
6841,39141,fr
6842,5723,en
6843,28666,en
6844,30979,en
6845,30979,de
6846,30979,mn
6847,50497,en
6848,354624,en
6849,13187,en
6850,13187,es
6851,335244,en
6852,178862,en
6853,331745,en
6854,1779,en
6855,282128,en
6856,86812,en
6857,84355,en
6858,40652,fr
6859,339408,en
6860,266857,en
6861,18925,en
6862,299245,en
6863,985,en
6864,34101,en
6865,9821,en
6866,65448,en
6867,18841,en
6868,175291,en
6869,80215,en
6870,13538,en
6871,51130,en
6872,270554,en
6873,72086,en
6874,268917,en
6875,64973,en
6876,473,en
6877,90414,en
6878,111794,en
6879,360188,en
6880,9372,en
6881,85860,en
6882,244534,en
6883,33468,en
6884,294086,en
6885,139998,en
6886,74777,en
6887,16388,en
6888,159770,en
6889,42109,pt
6890,47607,en
6891,193603,en
6892,322745,en
6893,20981,en
6894,174362,en
6895,242095,en
6896,250902,en
6897,158895,en
6898,18292,en
6899,125537,en
6900,326576,en
6901,228550,en
6902,13963,en
6903,290391,en
6904,44770,en
6905,40769,en
6906,42151,en
6907,2292,en
6908,42497,en
6909,42497,fr
6910,33693,en
6911,14585,en
6912,185465,es
6913,185465,en
6914,38780,en
6915,14022,en
6916,255266,en
6917,17345,en
6918,226458,en
6919,287625,sw
6920,287625,en
6921,44990,en
6922,86304,en
6923,692,en
6924,39851,cn
6925,39851,en
6926,39851,fr
6927,13898,fa
6928,157185,en
6929,36095,ja
6930,286939,en
6931,124606,en
6932,14337,en
6933,9367,es
6934,231617,en
6935,126186,en
6936,25975,en
